id,review,,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect
20292,"There was also a lack of additional details such as a kettle, bottled water, toiletries or even extra toilet rolls in the rooms.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20293,There was also a loud party in the building next door on a Saturday night.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20294,There was also no balcony (other than a window) (as described) and the wifi did not work.,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20295,There was also supposed to be YouTube in my room but it didn't work for some reason.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20296,There was always someone in the reception and they tried to help and assist with anything in uncomplicated friendly manner.,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20297,There was an abundance of fruit flies in the room when we arrived and they continued to be a pain the entire time we were there.,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20298,There was an elevator in the building that took you to the desired floor.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20299,"There was an event in the backyard, which caused some noise in the evenings.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20300,There was an welcome beverage in the lobby (thoughtful in 35+ degrees).,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20301,There was black mold in the bathroom!,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20302,"There was building going on behind the hotel, it was rather noisy and they started work really early.",,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20303,There was chewing gum stuck to the side of the bedside table.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20304,There was constant noise from people moving chairs and furniture.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20305,"There was construction right across the street, and as our room faced the street, the bar at the hotel was very noisy until 1:00.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20306,There was dust in the air and a bit everywhere in the room.,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20307,"There was dust in the room, bathroom was not properly cleaned, room not cleaned once during the 5-day stay.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20308,There was dust on the remote control when we arrived and the TV was extremely small and old.,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20309,There was enough choice and fresh coffee from the full vending machine in different varieties.,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20310,There was enough choice between sweet and savoury.,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20311,There was even construction tape on the balcony door.,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20312,There was free tea & coffee available 24 hrs a day.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20313,There was hair and dirt in the bathtub.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20314,"There was hair and dust on the floors, as well as crumpled paper.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20315,"There was hair and hair everywhere, dust on the shelves and the furniture and toilets were soaked with cleaning fluid, mirrors and walls were full of traces.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20316,There was less variety for breakfast than at some other hotels I’ve stayed at and the bar menu was quite limited.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20317,There was mold in the shower.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20318,There was mold on the ceiling and walls.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,"There was mold on the ceiling in the bathroom, although the owner immediately resolved this problem.",,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20320,There was mold on the ceiling in the bathroom.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20321,"There was mold on the wall in the bathroom and the fixtures wobbled, on the first day we didn't have towels, there was some dust on the floor/dirt.",,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20322,"There was Netflix in the room, which was great.",,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20323,There was no AC.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20324,There was no access to swimming pool.,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20325,There was no accessible patio in my room as described & room is not so spacious.,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20326,"There was no activity or play area inside the hotel for the kids, that you can use if it's raining outside.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20327,"There was no air con, the night we arrived was very warm (20 degrees) so it was very hot in our room with no way to cool down.",,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20328,There was no air conditioner.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20329,There was no air conditioning (fan available).,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,There was no air conditioning and the hair dryer didn't work.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20331,"There was no air conditioning in the apartment, so it was quite stuffy in the room in the summer.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20332,There was no air conditioning.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20333,There was no any Hair dryer in our Apartment.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20334,There was no bar and breakfast in the hotel.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20335,"There was no bar or restaurant facilities because of Covid, also coffee cups in room weren't replaced by cleaners so no coffee facilities for the rest of stay.",,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20336,There was no bathroom door which was awkward as we were traveling with our family.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20337,There was no bathroom door.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20338,There was no bedside light.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20339,There was no bidet in the bathroom.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20340,There was no bidet.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20341,There was no blankets!,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20342,There was no breakfast available at the hotel.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20343,There was no breakfast available on site due to renovations.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20344,There was no breakfast available.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20345,There was no cafe in the room and there was a charge at the hotel.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20346,There was no chair in the room.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20347,There was no cleaning during the stay.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20348,"There was no closet in the room, just a few hangers which are not enough.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20349,There was no closet or bedside table to put our things.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350,There was no closet.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20351,There was no cupboard in the room.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20352,There was no elevator and lots of steps.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20353,There was no elevator and the stairs are narrow and steep.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20354,There was no elevator for my room.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20355,There was no elevator in the part where we stayed.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20356,There was no fan in the bathroom to draw out unpleasant smells.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20357,There was no foam shower and the shower was patched up.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20358,There was no fridge in the room (only a communal one was provided in the “Wohnzimmer” in the ground floor).,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,There was no fridge in the room.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20360,There was no fridge or kettle in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20361,There was no fridge or kettle which would have been great to have.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20362,There was no fridge.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20363,There was no garden and no 24h front desk as advertised.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20364,There was no hairdryer in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20365,"There was no heating in the bathroom, which is rather cold in November, and the heating in the room was not working at 12 degrees outside temperature.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20366,There was no help to get us to the accomodation from reception.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,There was no hook on the door of the bathroom and no toilet brush.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20368,There was no hot water.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20369,There was no intstructions send how to get to the building.,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20370,There was no kettle in the living room with a bar.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,There was no kettle in the room although it was advertised.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20372,"There was no kettle in the room, not even a glass to drink water.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20373,There was no kettle in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,"There was no kettle or iron listed in the description, the mini bar was empty.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20375,"There was no kitchen at all, no kettle and no breakfast, unlike advertised on their website.",,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20376,There was no lamp by the bed.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20377,"There was no light in our room, just the ones above the bed and table lamp.",,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20378,There was no lock on the balcony door.,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20379,There was no mattress cover.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20380,There was no minibar in the room and to enter the hotel there is a flight of stairs.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20381,There was no mirror other than that in the bathroom which made it difficult to get ready when someone was in the bathroom.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20382,"There was no one physically to collect me when I arrived, the bed was not fixed and the shower was not cleaned after the first night, however it can be accommodated if only for one night.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
20383,There was no one there to open the door for me.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20384,"There was no option to serve breakfast as a buffet in a breakfast room, only to option to have pastries delivered to your room each morning.",,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,"There was no personal, the reception did not answer the phone.",,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20386,There was no phone connection anywhere in the room.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20387,"There was no place for me to have a shower and put on fresh clothes after a very long plane flight, while I waited for my room.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20388,"There was no proper LIGHTING in the room! No light on the ceiling, just a little thingy next to the bed.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20389,There was no refridgerator.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390,There was no refrigerator or safe in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20391,There was no refrigerator  in the room.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20392,There was no response from staff after reporting the problem.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,"There was no restaurant or bar and although a substantial breakfast was advertised, there was a cafe 10 minutes away - to which we were sent by the hotel - just a coffee or tea and a tiny sweet pastry.",,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20394,There was no security and no safe in the room.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20395,"There was no shampoo, shower gel, bathrobes and slippers in the room.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20396,There was no sign of what floor the reception was on.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20397,There was no small refrigerator as many hotels have now.,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20398,"There was no sound isolation, we could hear everything that was happening on the streets.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20399,There was no tea (breakfast\black) at all either in the room or breakfast room.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20400,There was no tea and coffee facilities in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20401,There was no thorough cleaning in the rooms.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20402,There was no toilet roll in the bathroom.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20403,There was no toothpaste even at the reception.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20404,"There was no TV remote control in the room (so the TV didn't work),.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20405,There was no ventilation in the bathroom.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20406,There was no wall power point to charge phone in hotel room.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20407,"There was no wardrobe, a sheet was torn, not even the shower gel in the bathroom and a mat to get out of the shower, elevated with the risk of slipping.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20408,"There was no way to get the baby cot for our son, requested both during booking and then on site once we checked that the room was lacking.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20409,There was no Wi-Fi at out last two days stay.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20410,There was no window in the room - apparently I didn't read the room description when I was making a reservation.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20411,There was no window to the street.,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20412,There was no windows.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20413,There was noise at night from a group of people yelling and partying so having to work the next day was not the best for sleeping.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20414,There was noise at the square in the evening and in the street.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20415,There was not a single day I arrived to the room and it was not extremely organized.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20416,There was not an adequate amount of outlets in the room for two people to charge devices.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20417,There was not even a bottle of water or similar as a welcome gift in the small fridge in the room.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20418,There was not many vegan options for breakfast.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20419,"There was not private parking then you need to use one on the backstreet, very expensive 30€.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20420,There was nothing I can say that I like about this place.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20421,There was nothing that we would have changed.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20422,There was nowhere to put anything in that bathroom.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20423,There was one receptionist who was so involved with his phone.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20424,There was one stool.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20425,There was only 2 elevators working and one of them was quite noisy and bouncy.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20426,"There was only a hand soap and a body wash in the bathroom, nothing else.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20427,"There was only a sheet on the bed, with the quilt in the wardrobe without a cover.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20428,There was only one double bed and one extra bed when we asked for 2 twin beds.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20429,There was only one pillow for each person in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20430,There was only one pillow on each bed and they weren’t great.,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20431,There was only pork as a meat dish.,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20432,There was parking behind the house.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20433,There was pizza and drinks available in the bar even late when we arrived in the evening.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20434,There was problem with electricity so we asked to change room and staff gave us another room quite fast.,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20435,There was some drafted in the room.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20436,"There was some dust on the table, in the closet.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20437,"There was some dust under the bed and the whole room already needed a bit of refreshment, especially the walls.",,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20438,There was some mold on the ceiling.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20439,"There was some noise from the other people in the building, and from the people taking the stairs and the elevator.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20440,There was some packaging waste left in the drain hole.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20441,There was some smell coming from the bathroom all the time.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20442,There was some smell in the bathroom in the morning.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20443,There was some streetnoice.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20444,There was some wear and tear visible in the room.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20445,"There was something like a fan maybe for the AC next to the bed and it made a noise all night, even with your AC off.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20446,There was the usual water kettle/tea/instant coffee available.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20447,There was toilet tissue in the toilet.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20448,There was too much noise at night as the hotel is located in a street with a couple of night clubs.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20449,There was water leak damage in the ceiling and the toilet kept breaking.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20450,There was writing on our lampshade in the room and it felt scruffy.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20451,"There wasn’t any ac, only a small fan and during our stay extremely warm.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20452,There wasn’t any room for us to walk once we laid the luggages on the floor.,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20453,"There wasn't a proper closet to put the clothes, and there was small window behind wall so we didn't have natural light at all.",,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20454,There wasn't breakfast.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20455,There wasn't much free space around the bed so you would struggle if you had a lot of luggage.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20456,There wasn't two pillows for both of us.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20457,There were a dumpster in the street just in front of our window that made a lot of noise every time someone came to throw something out.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20458,There were a few dusty spots.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20459,"There were also bad smells like humidity, in fact the sink pike lost water and maybe that was it.",,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
20460,There were ants in the bathroom.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20461,There were at bit noise from the streets.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20462,There were barely any facilities available.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20463,There were building works on so the baby was woken up during her nap.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20464,"There were cards with dirty laundry standing, all day long.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20465,There were hair dryers and towels.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20466,There were hairs everywhere on the floor that were strange.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20467,There were hairs on the bottom fitted sheets on both beds.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20468,There were hairs on the floor in the toilet.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20469,"There were known issues with the lock to the entrance to the property, we along with 2 other couples couldn't get in one night and were locked out for approx half an hour 11 o'clock at night.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20470,"There were limited hot breakfast items (choices were - sausage, bacon,grilled tomatoes, scrambled eggs, sunnyside up and boiled eggs).",,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20471,There were little bugs in the room.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20472,There were lots of little flies on the pastries.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
