country,city,publishedAtDate,stars,text,language,store,service,product,return,brand,price,online,general
Germany,Wustermark,4/5/2023,5,"Rein gehen, anziehen, passt und erledigt.",de,Positive,,,,,,,
Germany,Wustermark,4/1/2023,1,"Unmittelbar. Lassen die Kundschaft nicht rein und draußen im Regen (!) stehen, obwohl wes drinnen leer ist. Weshalb ? Das ist schon ein Stück weit Arrogant. Personal kümmert sich kaum. Ich mochte den Laden noch nie und das war es jetzt auch endgültig. Es gibt genug andere Anbieter dort.",de,,Negative,,,,,,
Germany,Wustermark,3/22/2023,1,"Es gibt Umsätze, die werden wegen einer Verkäuferin gemacht - und es gibt Umsätze, die werden TROTZ einer Verkäuferin gemacht.

Schöne Ware, unfreundlich-oberflächliche Verkäuferinnen.

Dieser Laden könnte so viel mehr Umsatz machen…..",de,,Negative,Positive,,,,,
Germany,Wustermark,3/21/2023,5,Super puper,id,,,,,,,,Positive
Germany,Wustermark,3/15/2023,5,Хороший выбор различных вещей!,ru,Positive,,,,,,,
Germany,Wustermark,3/13/2023,1,"Wir sollten draußen warten, kaum jemand im Laden, der Türsteher sprach etwas von VIP Shopping, Tür zu. Ja dann eben nicht. Sie kennen Pretty  Woman?",de,,Negative,,,,,,
Germany,Wustermark,3/12/2023,5,"Sehr kompetentes und freundliches Personal, gute Qualität und faires Preis-/Leistungsverhältnis, verhältnismäßig große Auswahl, immer wieder gern hier.",de,Positive,Positive,Positive,,,Positive,,
Germany,Wustermark,3/11/2023,4,"Gute Auswahl, gehobene Qualität, fachkundiges Personal",de,Positive,Positive,Positive,,,,,
Germany,Wustermark,3/8/2023,2,So preiswert wie es einmal war ist es auch nicht mehr Lämmer schön vergleichen,de,,,,,,Negative,,
Germany,Wustermark,3/5/2023,3,Die Damen Abteilung könnte größer sein.,de,Negative,,,,,,,
Germany,Wustermark,2/27/2023,4,Quality stuff,en,,,Positive,,,,,
Germany,Wustermark,2/23/2023,5,그냥저냥 했다.,ko,,,,,,,,Positive
Germany,Wustermark,2/21/2023,5,Sehr gute Auswahl an Männer Mode,de,Positive,,,,,,,
Germany,Wustermark,2/12/2023,5,Gute kompetente Beratung,no,,Positive,,,,,,
Germany,Wustermark,2/9/2023,5,"Schöner Laden.
Preise nach ja.",de,Positive,,,,,Positive,,
Germany,Wustermark,2/9/2023,5,Klasse Beratung und hier und da echte Schnäppchen.,de,,,,,,Positive,,
Germany,Wustermark,2/5/2023,4,"Günstig ist es immer noch nicht, aber das eine oder andere findet man bestimmt.",de,Neutral,,,,,,,
Germany,Wustermark,1/25/2023,4,Gute Preise im Outlet.,de,,,,,,Positive,,
Germany,Wustermark,1/24/2023,5,اسعار  ممتازة,ar,,,,,,Positive,,
Germany,Wustermark,1/10/2023,1,Hmmmm,da,,,,,,,,Neutral
Germany,Wustermark,1/8/2023,5,"Sehr gute Beratung (Kathrin), toller Service und erstklassige Produkte. Gerne wieder!",de,,Positive,Positive,,,,,
Germany,Wustermark,1/8/2023,5,Jakość.,pl,,,Positive,,,,,
Germany,Wustermark,1/7/2023,3,Erg druk en vind de prijzen nog aan de hoge kant,nl,Negative,,,,,Negative,,
Germany,Wustermark,1/4/2023,5,Boss for the Boss,en,,,,,Positive,,,
Germany,Wustermark,1/3/2023,4,"Schönes Boss Outlet,
Komme zwei bis drei mal im Jahr vorbei und finde immer wieder was. Die Preise sind vereinzelt top reduziert.

Freundliches Personal und schönes Ambiente.

Komme immer wieder gerne hier her um etwas zu kaufen.",de,Positive,Positive,,,,Positive,,
Germany,Wustermark,12/29/2022,5,War cool,so,,,,,,,,Positive
Germany,Wustermark,12/17/2022,4,Great Pieces,ro,,,Positive,,,,,
Germany,Wustermark,12/14/2022,5,Super nette Bedienung. Danke.,de,,Positive,,,,,,
Germany,Wustermark,12/11/2022,5,...außerordentlich freundliche und hilfsbereite Bedienung...!!!,de,,Positive,,,,,,
Germany,Wustermark,12/5/2022,4,"Great for shopping and lots of stores to choose from.

Also really cool atmosphere during Christmas",en,Positive,,,,,,,
Germany,Wustermark,12/3/2022,5,Todas las tiendas de ropas y zapatos de marcas.  Excelente,es,Positive,,Positive,,,,,
Germany,Wustermark,12/3/2022,5,"Es ist wie eine kleine Stadt,Geschäft an Geschäft und man kann schön gemütlich viel Geld los werden !",de,Positive,,,,,,,
Germany,Wustermark,12/2/2022,5,Cool,en,,,,,,,,Positive
Germany,Wustermark,11/26/2022,1,Dame am der Kasse war der unfreundlich  und abgenervt,de,,Negative,,,,,,
Germany,Wustermark,11/25/2022,5,"Хороший магазин. Женской одежды ассортимент небольшой, но хороший. Продавцы вежливые , готовые помочь найти нужный размер, но ненавязчивые, что лично мне понравилось очень. Качество вещей отличное!",ru,Positive,Positive,Positive,,,,,
Germany,Wustermark,11/24/2022,5,"Es befindet sich im Outlet Center in Berlin. Eine Rolle Auswahl, super freundliches Personal und eine gemütliche, angenehme Atmosphäre.",de,Positive,Positive,,,,,,
Germany,Wustermark,11/23/2022,5,"Hervorragende Bedienung, Kundenfreundlichkeit wird groß geschrieben.  Auswahl ist hervorragend. Gut, der Outletpreis ist nicht der Knaller, aber angemessen! Es ist BOSS! Und HUGO ist gleich nebenan.",de,,Positive,,,Positive,Neutral,,
Germany,Wustermark,11/16/2022,1,"Leider nur 1 Stern, da das Personal unterirdisch ist… 8 Angestellte sind im Laden und 1 Kassiererin, dass aber 4 Kunden zahlen wollen, interessiert das andere Personal nicht! Nicht einmal, wenn man fragt, ob noch jemand kassieren kann!!! Grottig!!!
PS: Leider werden auch nicht alle Kunden gleich behandelt… 10% Rabatt wurden den Kunden vor uns angeboten, bei uns wurde nicht gefragt…",de,,Negative,,,,,,
Germany,Wustermark,11/6/2022,5,Sehr freundliches und kompetentes Personal. Vor allem Gianna hat uns ausgezeichnet betreut. Vielen Dank und bis bald!,de,,Positive,,,,,,
Germany,Wustermark,10/30/2022,5,Alles gut Alles ok 👌,fr,,,,,,,,Positive
Germany,Wustermark,10/30/2022,4,Coole  😎  Klamotten.,fi,Positive,,,,,,,
Germany,Wustermark,10/17/2022,1,Nichtssagend für Ältere nicht zu empfehlen,de,Negative,,,,,,,
Germany,Wustermark,10/3/2022,5,Pasitaise ir galima rasti dydesniu ismeru ir protingos nuolaidos...,lt,Positive,,,,,,,
Germany,Wustermark,10/1/2022,4,"Tolle Auswahl,  leider passen die Preise nicht zu einem Outlet. Die Kasse könnten an einem Samstag stärker besetzt sein.",de,Positive,,,,,Negative,,
Germany,Wustermark,9/30/2022,5,Sehr freundliche und hilfsbereite Mitarbeiter. Gern wieder,de,,Positive,,,,,,
Germany,Wustermark,9/18/2022,1,"Second time I came there ready to shop only to be told by a security guard that there are too many people inside and that I should wait outside. Both times the store didn't look crowded to me and both times I just walked away and spent my money elsewhere.... Strange policy at a retailer not to let in customers, btw I spent over 600 Euro at other stores that day so their loss I guess...",en,,Negative,,,,,,
Germany,Wustermark,9/17/2022,1,Very arrogant and aggressive doorman!,en,,Negative,,,,,,
Germany,Wustermark,9/17/2022,2,Super unhöflich personal. Jeans Promotions are only working for mens jeanses .,en,,Negative,,,,Negative,,
Germany,Wustermark,9/17/2022,5,Sehr angenehme Ambiente und super Beratung,de,Positive,Positive,,,,,,
Germany,Wustermark,9/16/2022,1,Unfreundliches Personal und Null Kundenorientierung,de,,Negative,,,,,,
Germany,Wustermark,9/10/2022,5,مكان رائع للتسوق . ويوجد به كل وسائل الراحة وتوجد به كل الماركات العالمية .,ar,Positive,,,,,,,
Germany,Wustermark,9/8/2022,5,"Ordentliche Geschäfte, super Angebote",de,Neutral,,,,,Positive,,
Germany,Wustermark,9/2/2022,5,Höfliche und nette Bedienung und Beratung. DANKE,de,,Positive,,,,,,
Germany,Wustermark,8/25/2022,5,Es ist schön im Outlet Center ist eine schöne Einkaufsstadt mit vielen Geschäften....ich fahre dort gerne hin...,de,Positive,,,,,,,
Germany,Wustermark,8/22/2022,1,"Absolut ein unding! Ich als Erwachsene Person durfte den laden nicht betreten weil ich ein geschlossenes Getränk in meiner Hand mitführte. Es war jedoch kein Problem das die Dame,die nach mir hinein ging, ihren XXL Hund dabei hatte der gerade getrunken hatte und aus dem Maul tropfte und sich kräftig schüttelte!

?????

Ich kann mein Geld auch anders wo lassen !",de,Negative,Negative,,,,,,
Germany,Wustermark,8/15/2022,4,Sher gut unrld die Preise ist ganze billig,de,Positive,,,,,Positive,,
Germany,Wustermark,8/6/2022,5,Schön sortiert aber nicht für jedermann erschwinglich,de,Positive,,,,,Negative,,
Germany,Wustermark,8/5/2022,5,Ich komme immer wieder gerne hierher. In den meisten Fällen finde ich auch immer etwas. Aber vorallem die eine Verkaufberaterin in dem Shop ist einfach super. Nicht nur die  Beratung ist top sondern auch die Dame selbst. Sie sagt einem auch ehrlich wenn etwas nicht gut aussieht und das muss man echt mal finden. Die meisten sehen doch eigentlich nur den Umsatz und verkaufen dir dann echt alles.,de,Positive,Positive,,,,,,
Germany,Wustermark,8/1/2022,3,"Ich war schon oft dort. Aber für XXL-Männer gibt es dort, anders als in Metzingen, fast nie etwas. Leider. Daher bestelle ich für mich lieber im Internet bei BOSS. Schade ist auch, dass die Frauenabteilung kleiner geworden ist. Auch wenn wir dort hin und wieder fündig geworden sind.
Das Personal ist freundlich und extrem hilfsbereit. Deswegen schaue ich in Zukunft vorbei und gebe die Hoffnung nicht auf, etwas für mich zu finden.",de,Negative,Positive,Negative,,,,,
Germany,Wustermark,7/26/2022,5,"Obwohl die Kolleginnen vor Ort sehr viel zu tun hatten wurde mir ausreichend Zeit gewidmet. Außerordentlich empfand ich die die Kompetenz der Mitarbeiterinnen.
Vielen Dank
Ach so: Der Smoking gefällt mir immer noch.",de,,Positive,,,,,,
Germany,Wustermark,7/25/2022,5,"Brak mi słów, żeby opisac to miejsce. Bardzo sympatyczna i profesjonalna obsługa, bogaty asortyment sklepu. Wróciłem obładowany torbami i szczęśliwy jak dziecko z pierwszej kolejki elektrycznej w latach 80 XX w. Polecam",pl,Positive,Positive,,,,,,
Germany,Wustermark,7/21/2022,1,Unverschämte Türsteher.,de,,Negative,,,,,,
Germany,Wustermark,7/7/2022,5,"Jeder weiß, dass für Outlets speziell in Fabriken genäht wird, daher die Qualität eine andere ist als im Laden. Nichts desto trotz, große Auswahl auch bei Sondergrößen, meinem Bruder mit Orangutan Armen wurde sehr gut geholfen, zwei Mitarbeiter gaben sich bei uns beiden viel Mühe, haben unerwartet viel gefunden und gekauft. Herzlichsten Dank dafür, komme gerne bald wieder!",de,,Positive,Negative,,,,,
Germany,Wustermark,7/3/2022,5,Bin dort sehr kompetent  und ausführlich  beraten und bedient worden. Kann ich nur ein Lob aussprechen,de,,Positive,,,,,,
Germany,Wustermark,6/29/2022,1,"Sehr Arroganter Security , 14 Leute haben den Laden verlassen nach dem wir mal gefragt haben ob wir rein dürfen wurde uns in einen ekligen Ton geantwortet das er das sagen hat nach dem wir darüber geredet haben das wir eine Bewertung schreiben wollen wurden die Mitarbeiter und die Securitys noch unfreundlicher und wurde so beobachtet das ich den Laden vor Angst verlassen musste .",de,,Negative,,,,,,
Germany,Wustermark,6/28/2022,4,"Sehr freundliches und kompetentes Personal. Man wird gut beraten, und hat nicht das Gefühl, irgendetwas ""angedreht"" zu bekommen.

Ich empfehle unterhalb der Woche dort einzukaufen, und nicht gerade zu den Stoßzeiten am Freitag oder am Samstag. Dann ist das Einkaufen auch entspannter, und das Personal hat auch mehr Zeit für einen.",de,Negative,Positive,,,,,,
Germany,Wustermark,6/25/2022,5,Ein schöner Laden und freundlich Bedienung.,de,Positive,Positive,,,,,,
Germany,Wustermark,6/25/2022,1,"So was von unverschämt. Draußen stehen über 20 Kunden und im Geschäft 5 Kunden. Es werden auch nicht gleich Kunden hineingebeten, nachdem andere das Geschäft verlassen haben. Verstehe das Konzept nicht dahinter, weil viele Kunden nach 10 Minuten sich umdrehen und zur Konkurrenz gehen…",de,,Negative,,,,,,
Germany,Wustermark,6/22/2022,5,Natürlich top,en,,,,,,,,Positive
Germany,Wustermark,6/18/2022,2,"Eingangskontrolle und dürftiges Warenangebot und vom Preis gesehen auch im ""normalen"" Geschäft zu haben.",de,Negative,Negative,,,,,,
Germany,Wustermark,6/17/2022,3,Naj ja habe mehr erwartet...,de,,,,,,,,Neutral
Germany,Wustermark,6/11/2022,4,Gutes Personal,en,,,,,,,,Positive
Germany,Wustermark,6/11/2022,5,Very nice,cs,,,,,,,,Positive
Germany,Wustermark,6/11/2022,5,Sehr gut,de,,,,,,,,Positive
Germany,Wustermark,5/31/2022,5,"Einfach schlimm der Laden .... ich werde jedesmal so viel Geld los 😀 ich kann einfach nicht wiederstehen.

Immer für ein Schnäppchen gut.

Danke an die tolle Beratung und den freundlichen Gesichtern.",de,Positive,Positive,,,,Positive,,
Germany,Wustermark,5/31/2022,5,top,en,,,,,,,,Positive
Germany,Wustermark,5/29/2022,5,"Sehr toller Service!

Begonnen beim Einlass, wurden wir an der Warteschlange vorgezogen, wir hatten ein Kleinkind im Kinderwagen dabei.

Die Mitarbeiterinnen im Laden in der Abteilung für Herren hat uns trotz hohem Stresslevel wundervoll beraten, gut ausgestattet haben wir den Laden wieder verlassen. Er wird/wurde defintiv weiter empfohlen.",de,,Positive,,,,,,
Germany,Wustermark,5/28/2022,5,2 Hemden gekauft,de,,,,,,,,
Germany,Wustermark,5/22/2022,5,Отличное место для шопинга.,ru,Positive,,,,,,,
Germany,Wustermark,5/18/2022,1,"Leider ein sehr schlechter Service und unfreundliche Mitarbeiter! Heute bin ich mit dem festen Willen in das Geschäft gegangen, um mir Polo-Shirts zu kaufen. Auf meine Frage hin, ob es noch weitere Größen oder Farben gebe, als die dort ausgehängten, fuhr mich die Verkäuferin (hatte einen Osteuropäischen Akzent) schroff an und sagte ""nur was da hängt"". Auf weitere Nachfrage, teilte sie mir mit, dass ich nicht weiter nachsuchen sollte und dass der Laden ""ihr Zuhause sei"" (was auch immer sie damit meinte). Auf meine höfliche Bitte hin, sich sachlich zu verständigen, wurde sie sarkastisch und sagte etwas auf Russisch oder Ukrainisch, was ich jedoch nicht verstehen konnte. Hier kaufe ich garantiert nichts mehr!",de,,Negative,,,,,,
Germany,Wustermark,5/17/2022,2,"Mussten 40 min warten weil immer nur 3 Kunden in das Geschäft durften weil zu wenig Verkäuferinnen da waren.
Bei einem anderen Geschäft im Outlet hat ein Verkäufer den ganzen Laden allein gestemmt.",de,,Negative,,,,,,
Germany,Wustermark,5/15/2022,5,Wie immer sehr gute Mode von BOSS. Und wieder einmal fündig geworden.,de,Positive,,Positive,,Positive,,,
Germany,Wustermark,5/15/2022,5,"Immer top. Beratung, Auswahl, Preise. Einfach perfekt. Ich habe mir allerdings angewöhnt, in der Woche hinzugehen. Am Wochenende ist mir die ganze area zu voll",de,,,,,,Positive,,Positive
Germany,Wustermark,5/14/2022,1,Man fragt nach dem ausgehängten Rabatt und wird dann ziemlich unfreundlich angegangen. Vielleicht sollten sie dann gar keinen Rabatt über das Outlet anbieten!,de,,Negative,,,,,,
Germany,Wustermark,5/13/2022,1,"Heute gegen 11:30 Prozent Uhr wollte ich den Laden betreten, wurde aber vom Türsteher nicht rein gelassen, wegen zu wenig Personal. Wie viel Personal benötigt man denn bei 6 Kunden im Laden?! Dazu noch die nette und aüßerst freundliche Art und Weise, wie mir dies übermittelt worden ist! Danke dafür! Es war sicherlich mein letzter Besuch in diesem Geschäft! 😡",de,,Negative,,,,,,
Germany,Wustermark,5/7/2022,4,Immer wieder angenehm.,de,,,,,,,,Positive
Germany,Wustermark,5/5/2022,4,Alles gut wie immer....,de,,,,,,,,Positive
Germany,Wustermark,5/2/2022,5,"Die besten Mitarbeiter im Outlet Center, man wird wirklich sehr gut beraten.",de,,Positive,,,,,,
Germany,Wustermark,5/1/2022,3,"Bei unserem ersten Besuch vor ein paar Monaten wurden wir wirklich gut umsorgt. Ich benötigte einen Anzug und wollte ihn am Freitag kaufen. Bei unserem bitte um Mithilfe bekamen wir die Antwort ""ich habe Pause ""! Natürlich dafür haben wir Verständnis. Bei der Nachfrage bei einer anderen Verkäuferin gab's die Antwort ""ich bin nicht zuständig ""! Also kurz wir bekamen keine Hilfe und sind dann in einen anderen Laden gegangen und haben einen Anzug bekommen!",de,,Negative,,,,,,
Germany,Wustermark,4/29/2022,3,Gelangweilte Verkäufer die sich selbst Unterhalten...fahr dann lieber zum K - Damm,de,,Negative,,,,,,
Germany,Wustermark,4/23/2022,1,"Danke für nichts! Wurde „herzlich“ aus dem Laden gebeten, weil ich meiner Mutter sagte „wieso darf mein Mann rein, ich nicht und das obwohl zwei raus sind?!“ Habe mich über die Situation aufgeregt und der äußerst unfreundliche und sensible Türsteher hat sich dabei angesprochen gefühlt und mir schroff erklärt dass das nur sein Job ist. Ich habe ihn gefragt wieso er sich angegriffen fühlt, obwohl ich ihn nicht damit meinte, sondern mit meiner Mutter gesprochen habe? Er gab mir keine Antwort darauf, sondern verwies mich direkt aus dem Laden. Ohne Erklärung! Ignorierte meine Anfrage wieso ich denn raus soll und lies andere Kunden in den Laden! Einfach unverschämt und respektlos. (Diesen Laden werde ich nie wieder betreten, auch wenn es Ihnen sowieso egal ist und Sie sich über diesen Kommentar nur lustig machen werden). Denn selbst auf Anfrage den Chef zu sprechen, kam nur eine Mitarbeiterin raus, die mir leider nicht zugehört hat und nur in den höchsten Tönen von dem Türsteher gesprochen hat. Angeblich sollte der Türsteher selbst der Chef sein - AHA. Schön für sie, dass die Mitarbeiter zusammenhalten, aber leider nicht schön für die Kunden, die einfach nur eine Erklärung und Hilfe brauchen!",de,,Negative,,,,,,
Germany,Wustermark,4/8/2022,3,還可以,ko,,,,,,,,Negative
Germany,Wustermark,4/5/2022,5,Sehr freundliche und hilfsbereite Bedienung.,de,,Positive,,,,,,
Germany,Wustermark,3/31/2022,5,"Wirklich nette, zuvorkommende Mitarbeiter, die einem nichts aufschwatzen wollen. Das Angebot ist vielfältig und man wird definitiv fündig!
Vielen lieben Dank an Kathrin (? blonde, etwa kinnlange Haare) für die tolle und vor allem entspannte Beratung!",de,,Positive,,,,Positive,,
Germany,Wustermark,3/30/2022,1,Sehr steif sollten mal ein bisschen locker werden vor allen Dingen die Aufpasser,de,,Negative,,,,,,
Germany,Wustermark,3/25/2022,5,"Bei schönen Wetter kann man da nicht nur einkaufen ,auch draussen sitzen und Speisen zu sich nehmen",de,Positive,,,,,,,
Germany,Wustermark,3/21/2022,5,War sehr gut.,de,,,,,,,,Positive
Germany,Wustermark,3/15/2022,5,Top Beratung..... Haben dort ein perfektes Hochzeit Outfit gefunden ... immer gerne wieder... Top Preise,de,,Positive,,,,Positive,,
Germany,Wustermark,3/8/2022,1,"Der Laden ist komplett leer (hab ein Video gemacht).
Der Sicherheitsmann war leider nicht kompetent genug und meinte bitte eine Minute warten.
Ich meinte, ob es ein Scherz sei, da niemand im Laden ist. Er sagt nein, bitte warten.
Da meine Eltern und ich mich verarscht fühlten, sind wir gegangen, da wir uns sowas dummes nicht geben müssen.

Die beiden Sicherheitsmänner im normalen Boss Shop waren kompetenter und freundlicher. Da gab es keine Probleme.",de,Negative,Negative,,,,,,
Germany,Wustermark,2/26/2022,1,Alles teuer,fr,,,,,,,,Negative
Germany,Wustermark,2/21/2022,2,"Bei der hochpreisigen Ware sollte man einen exzellenten Service erwarten. Die Qualität der letzten Anzüge war nicht so gut, so dass ich dem Unternehmen eine weitere Chance geben wollte, mich zu überzeugen. Ich musste den Angestellten mehrfach hinterherlaufen, um überhaupt beachtet zu werden. Nachdem ich auch nach weiteren Minuten nicht bedient wurde, verließ ich das Geschäft, ohne etwas zu kaufen.",de,,Negative,Negative,,,,,
Germany,Wustermark,2/21/2022,3,"Deffently some money to save.
Big store, lot of clothes.",en,Positive,,,,,Positive,,
Germany,Wustermark,2/15/2022,5,Positiv überrascht.,de,,,,,,,,Positive
Germany,Wustermark,2/14/2022,5,Wieder eine Hose mehr,de,Positive,,Positive,,,,,
Germany,Wustermark,2/12/2022,1,"Die security’s sind unglaublich unfähig, zählen ist denen anscheinend fremd. Es ist eine Frechheit Kunden 30 min warten zu lassen wenn der Laden komplett leer ist. Die Auswahl im Laden ist ein Witz und dafür so lange unbegründet zu warten ist reine Schikane. Ich würde dringend empfehlen geeignetes Personal als Security einstellen. Mit diesem service ist der Laden ein absolutes no go!!!",de,,Negative,,,,,,
Germany,Wustermark,2/2/2022,5,Ich habe mir einen Anzug für meine Hochzeit gekauft. Es gibt eine große Auswahl und ich wurde klasse Beraten. Vielen Dank an das Team und ich werde definitiv wiederkommen!,de,Positive,Positive,,,,,,
Germany,Wustermark,1/29/2022,5,Sehr gute und professionelle Beratung durch Frau Henkel. Vielen Dank und alles Gute.,de,,Positive,,,,,,Positive
Germany,Wustermark,12/25/2021,5,"People always professional, kind, pleasure shopping there",en,,Positive,,,,,,
Germany,Wustermark,12/12/2021,5,"Outlet Wustermark ... wunderbar gestaltet.. wie eine kleine Stadt, in der man so ziemlich alles an Kleidung bekommt",de,Positive,,,,,,,
Germany,Wustermark,11/10/2021,4,Gute Auswahl und auch akzeptabel sind die Preise,de,,,,,,Positive,,
Germany,Wustermark,11/6/2021,5,"Top Ware zu Super Preisen.
Top gestylt für wenig Geld",de,,,Positive,,,Positive,,
Germany,Wustermark,8/17/2021,5,Gute Auswahl,de,Positive,,,,,,,
Germany,Wustermark,7/24/2021,1,"Eine Kasse geöffnet bei starkem Kundenandrang. Herr Göbel kassiert in Zeitlupe. Selbst auf Nachfrage keine Reaktion und Unverständnis der Mitarbeiter. In diesem Preissegment erwarte ich mehr bzw. überhaupt Servicequalität und einen gewissen Standard mit Kunden umzugehen. Hier wird das Personal der Marke nicht gerecht. Auf Nachfrage, ob der Storemanager zu sprechen sei: nein, er ist in einer Sitzung. Für ein Kundenanliegen sei keine Zeit. Verschobene Welt: Hier wird nicht erkannt wo der Umsatz herkommt. Ich komme nie wieder.",de,,Negative,,,,,,
Germany,Wustermark,7/14/2021,5,"Jedyny sklep, w którym coś kupiłem, fajne promocje.",pl,Positive,,,,,Positive,,
Germany,Wustermark,7/8/2021,5,Teure,fr,,,,,,,,Positive
Germany,Wustermark,7/6/2021,5,Nicht gerade sehr preiswerte aber verdammt hochwertige Mode,de,,,Positive,,,Neutral,,
Germany,Wustermark,7/4/2021,5,"Schöner Laden, viel Auswahl. Alles perfekt!!",de,Positive,,,,,,,Positive
Germany,Wustermark,6/25/2021,1,Sehr unfreundlich die Mitarbeiter sehr arrogant halten sich für etwas besseres. Nicht zu empfehlen sehr schlechte Erfahrungen man fühlt sich herab gesenkt. Von dieser Bewertung ausgeschlossen ist der Herr an der Tür der die Sicherheit macht völlig höflich zuvorkommend und lustig !,de,,Negative,,,,,,
Germany,Wustermark,6/15/2021,4,Sehr schöner Laden,de,Positive,,,,,,,
Germany,Wustermark,6/12/2021,1,"I bought my prom suit from the pop-up store (not the main store there) and there were two women there (in there 40s). Both of them were very unprofessional, rude and unfriendly. My mom approached the one with dark red hair to ask questions about the suit size and my mom repeated the questions in English to make sure the seller understands. However, every time my mom asked a question the sellers voice got louder and sharper and it was very rude thinking as if my mom doesn't have good hearing. Then the second woman at the cashier had curly blondish hair. When I polity asked if they offer student discounts she started going crazy about it and saying the suit has already discounts what do you even mean with a student discount then I  said I was at Nikey before this and I asked the same question and they said yes but so I was just asking. And then again she started being rude about it and all. The manager should take immediate action towards both sellers this kind of behavior at Boss stores is unsatisfactory specially when buying a high priced product such as a suit. I will be emailing the manger next if I don't see any actions taken or any replies to this review. VERY DISAPPOINTING HUGO BOSS !",en,,Negative,,,,,,
Germany,Wustermark,6/8/2021,1,Sehr schöner laden mit viel Auswahl doch geneo vo 10min als ich mit meinem bruder den laden betretten wollten und gerade dabei waren uns einzutragen wurden wir ohne ein grund von dem dunkelhäutigen mann an der Tür rausgeschmissen ohne grund obwohl wir uns wie ganz normale kunden benommen haben und wir waren nicht die einzigen hinter uns waren auch 2 andere jungs und bei den war es genau so wie bei uns sowas geht garnicht,de,Positive,Negative,,,,,,
Germany,Wustermark,6/8/2021,5,Super  Beratung. 👍,id,,,,,,,,Positive
Germany,Wustermark,5/28/2021,5,Einfach nur schön der Ort.,de,,,,,,,,
Germany,Wustermark,3/26/2021,5,Super,id,,,,,,,,Positive
Germany,Wustermark,12/13/2020,5,Tam sauber und super personal,id,Positive,Positive,,,,,,
Germany,Wustermark,12/8/2020,5,Gute Angebote am black Friday gewesen 20-30% zum outlet Preis.,de,,,,,,Positive,,
Germany,Wustermark,12/6/2020,4,"Schöne Pullis ,Anzüge und Hosen gute Preise",de,,,Positive,,,Positive,,
Germany,Wustermark,12/5/2020,5,Super Beratung,id,,,,,,,,Positive
Germany,Wustermark,12/3/2020,5,Sehr günstig,de,,,,,,Positive,,
Germany,Wustermark,12/2/2020,5,Sehr gut sortierter Laden mit sehr netten Verkäuferinnen. Preis-Leistungsverhältnis ist ok.,de,Positive,Positive,,,,Positive,,
Germany,Wustermark,11/30/2020,5,"Clean, well laid out, and very covid safety conscious. Made for a relaxed shopping experience.",en,Positive,,,,,,,
Germany,Wustermark,11/29/2020,4,Schöner Shop gute Preise,de,Positive,,,,,Positive,,
Germany,Wustermark,11/28/2020,5,"Nette Verkäuferin, gerne wieder 😊",de,,Positive,,,,,,
Germany,Wustermark,11/23/2020,5,Sehr freundlicher Service. Und sehr freundliche Beratung.,de,,Positive,,,,,,
Germany,Wustermark,11/23/2020,4,"Super zum Shoppen, aber Samstag viel zu voll und durch Corona erst recht.",de,Neutral,,,,,,,
Germany,Wustermark,11/20/2020,5,"Sehr netter Empfang
Tolle kompetente Beratung (Kati)
Tollet Anzug zum fairen Preis
Jederzeit wieder",de,,Positive,Positive,,,,,
Germany,Wustermark,11/18/2020,5,Gute Angebote. Nettes und aufmerksames Personal,de,,Positive,,,,Positive,,
Germany,Wustermark,11/18/2020,5,Gut gelegener Laden im Outlett mit interessantem Sortiment und nettem hilfsbereitem Personal,de,Positive,Positive,,,,,,
Germany,Wustermark,11/15/2020,5,Sehr freundliche und hilfsbereite Bedingungen. Wir fühlten uns gut Beraten und sehr wohl.,de,,Positive,,,,,,
Germany,Wustermark,11/13/2020,5,Sehr gute Beratung,de,,Positive,,,,,,
Germany,Wustermark,11/12/2020,3,"Nicht begeistert. Die underwear steht teilweise im Bereich der Kassenschlange, so dass die Auswahl schwer fällt. Warum werden Reklamationen an der Kasse abgewickelt, wenn nur eine Verkäuferin da ist und viele anstehen ...?",de,,Negative,,,,,,
Germany,Wustermark,11/10/2020,5,Outlet eben.. aber schöne Sachen und auch außergewöhnliches vor Ort...,de,Positive,,Positive,,,,,
Germany,Wustermark,10/29/2020,2,Nichts Besonderes und die Preise sind so normal. Outet - Nein,de,,,Neutral,,,Neutral,,
Germany,Wustermark,10/26/2020,5,رائع جدا قمة الااناقه انصح به,ar,Positive,,,,,,,Positive
Germany,Wustermark,10/17/2020,5,"Super tolle Beratung, die Verkäufer immer ansprechbar und gehen auf Anfrage immer schauen ob die gewünschte Grösse noch im Lager zu finden ist. Sehr empfehlenswert!",de,Positive,Positive,,,,,,
Germany,Wustermark,10/17/2020,5,Tolle Angebote,af,,Positive,,,,,,
Germany,Wustermark,10/15/2020,5,"more than a hour was spent there, grooming my fiancé from head to toe. Under a personal, professional, outstanding manner from this handsome blond salesman in the shop, we finally achieved an overwhelming goal. Pity there wasn’t a name tag on him. But we are totally satisfied with this outcome, the service and the friendly price for premium suits.
The shop was really packed with customer. But if any need advice and help, the salespersons will definitely glad to give you assistance which needed. 👏👏👏👏👏👏
Vielen Dank nochmal für eine Tolle Erfahrung und netten Service！",en,Positive,Positive,,,,,,
Germany,Wustermark,10/15/2020,4,Alles zu meiner Zufriedenheit,de,,,,,,,,Positive
